transaction_id,date,store_id,store_name,region,product_category,product_name,units_sold,unit_price,unit_cost,discount_pct,revenue,cost,profit,payment_method,customer_segment
TXN2918,2023-03-05,ST03,Sunset Plaza,West,Apparel,Wool Sweater,5,100.66,62.07,0.0,503.3,310.35,192.95,Credit Card,Returning
TXN26922,2024-09-29,ST03,Sunset Plaza,West,Groceries,Pasta Pack,2,37.83,31.34,0.0,75.66,62.68,12.98,Debit Card,VIP
TXN19626,2024-04-08,ST02,Harborview,Northeast,Home & Garden,Indoor Planter,1,9.83,7.26,0.0,9.83,7.26,2.57,Credit Card,Returning
TXN3485,2023-03-19,ST03,Sunset Plaza,West,Apparel,Running Shoes,1,112.21,68.46,0.0,112.21,68.46,43.75,Credit Card,Returning
TXN28323,2024-11-04,ST01,Maple Street,Northeast,Home & Garden,Wall Clock,3,127.93,71.01,0.0,383.79,213.03,170.76,Debit Card,VIP
TXN18157,2024-03-01,ST02,Harborview,Northeast,Home & Garden,Patio Chair,5,36.14,21.8,10.0,162.65,109.0,53.65,debit card,Returning
TXN3028,2023-03-07,ST06,Riverside,Southeast,Apparel,Baseball Cap,2,115.1,54.53,20.0,184.16,109.06,75.1,Credit Card,Returning
TXN21107,2024-05-15,ST04,Lakeview,Midwest,Groceries,Granola Bars,2,15.29,12.66,0.0,30.58,25.32,5.26,Credit Card,Returning
TXN17107,2024-01-26,ST01,Maple Street,Northeast,Apparel,Running Shoes,2,89.92,52.51,0.0,179.84,105.02,74.82,Credit Card,Returning
TXN15641,2023-12-20,ST02,Harborview,Northeast,Electronics,Tablet Case,3,550.93,494.7,5.0,1570.14,1484.1,86.04,Mobile Payment,VIP
TXN10678,2023-09-10,ST06,Riverside,Southeast,Electronics,Phone Charger,1,766.03,654.67,0.0,766.03,654.67,111.36,Cash,VIP
TXN7039,2023-06-17,ST06,Riverside,Southeast,Electronics,Wireless Earbuds,4,658.94,502.25,0.0,2635.76,2009.0,626.76,Credit Card,VIP
TXN24703,2024-08-03,ST05,Magnolia Square,Southeast,Apparel,Running Shoes,5,41.65,26.35,0.0,208.25,131.75,76.5,Cash,New
TXN1244,2023-01-09,ST06,Riverside,Southeast,Beauty,Sunscreen SPF50,2,38.8,21.24,0.0,77.6,42.48,35.12,Mobile Payment,Returning
TXN2286,2023-02-13,ST04,Lakeview,Midwest,Apparel,Denim Jacket,6,108.83,66.59,10.0,587.7,399.54,188.16,Debit Card,Returning
TXN5519,2023-05-10,ST02,Harborview,Northeast,Groceries,Olive Oil,3,13.92,12.46,0.0,41.76,37.38,4.38,Cash,New
TXN12322,2023-10-26,ST06,Riverside,Southeast,Home & Garden,LED Lamp,4,63.39,37.53,20.0,202.84,150.12,52.72,Debit Card,Returning
TXN9388,2023-08-08,ST05,Magnolia Square,Southeast,Beauty,Lip Balm Set,1,73.54,44.13,0.0,73.54,44.13,29.41,Cash,New
TXN6403,2023-06-03,ST05,Magnolia Square,Southeast,Apparel,Baseball Cap,2,34.43,20.93,0.0,68.86,41.86,27.0,Cash,Returning
TXN29989,2024-12-02,ST03,Sunset Plaza,West,Apparel,Cotton T-Shirt,1,83.45,47.22,20.0,66.76,47.22,19.54,Credit Card,New
TXN6894,2023-06-13,ST06,Riverside,Southeast,Groceries,Granola Bars,2,31.15,26.21,10.0,56.08,52.42,3.66,Debit Card,Returning
TXN20419,2024-04-29,ST03,Sunset Plaza,West,Groceries,Olive Oil,3,31.89,28.32,0.0,95.67,84.96,10.71,Credit Card,VIP
TXN16684,2024-01-11,ST02,Harborview,Northeast,Beauty,Lip Balm Set,1,83.2,43.93,0.0,83.2,43.93,39.27,Cash,New
TXN30897,2024-12-17,ST05,Magnolia Square,Southeast,Beauty,Lip Balm Set,3,70.55,44.39,0.0,211.65,133.17,78.48,Credit Card,Returning
TXN28155,2024-11-01,ST05,Magnolia Square,Southeast,Electronics,Phone Charger,2,363.12,301.82,15.0,617.3,603.64,13.66,Debit Card,New
TXN8931,2023-07-28,ST04,Lakeview,Midwest,Home & Garden,LED Lamp,4,129.22,94.06,0.0,516.88,376.24,140.64,Debit Card,New
TXN30828,2024-12-16,ST05,Magnolia Square,Southeast,Beauty,Lip Balm Set,1,84.56,42.52,0.0,84.56,42.52,42.04,Credit Card,VIP
TXN23191,2024-07-01,ST04,Lakeview,Midwest,Apparel,Winter Coat,3,97.94,56.89,5.0,279.12,170.67,108.45,Credit Card,Returning
TXN23140,2024-06-30,ST04,Lakeview,Midwest,Electronics,Smart Watch,4,600.7,484.39,0.0,2402.8,1937.56,465.24,Cash,New
TXN3985,2023-04-01,ST04,Lakeview,Midwest,Electronics,Bluetooth Speaker,2,379.07,287.91,20.0,606.52,575.82,30.7,Credit Card,New
TXN18895,2024-03-20,ST04,Lakeview,Midwest,Groceries,Organic Coffee,1,28.95,24.03,0.0,28.95,24.03,4.92,Mobile Payment,Returning
TXN13132,2023-11-10,ST03,Sunset Plaza,West,Groceries,Sparkling Water,3,14.39,13.12,5.0,41.01,39.36,1.65,Credit Card,Returning
TXN18198,2024-03-02,ST02,Harborview,Northeast,Home & Garden,Ceramic Vase,1,234.25,129.8,20.0,187.4,129.8,57.6,Mobile Payment,Returning
TXN12578,2023-11-01,ST06,Riverside,Southeast,Apparel,Casual Sneakers,3,87.17,52.8,0.0,261.51,158.4,103.11,Debit Card,Returning
TXN8002,2023-07-07,ST06,Riverside,Southeast,Electronics,Laptop Stand,1,609.86,484.38,0.0,609.86,484.38,125.48,Debit Card,Returning
TXN21197,2024-05-18,ST03,Sunset Plaza,West,Electronics,Bluetooth Speaker,2,242.58,192.06,0.0,485.16,384.12,101.04,Cash,Returning
TXN4568,2023-04-16,ST04,Lakeview,Midwest,Electronics,USB Hub,3,200.17,161.58,10.0,540.45,484.74,55.71,Credit Card,Returning
TXN23355,2024-07-05,ST04,Lakeview,Midwest,Groceries,Trail Mix,2,18.67,15.85,0.0,37.34,31.7,5.64,Credit Card,Returning
TXN17675,2024-02-12,ST06,Riverside,Southeast,Home & Garden,Garden Hose,3,211.9,157.23,0.0,635.7,471.69,164.01,Mobile Payment,Returning
TXN16921,2024-01-19,ST06,Riverside,Southeast,Apparel,Denim Jacket,3,10.21,5.89,15.0,26.04,17.67,8.37,Debit Card,Returning
TXN12502,2023-10-31,ST03,Sunset Plaza,West,Groceries,Organic Coffee,4,30.4,25.3,0.0,121.6,101.2,20.4,Cash,Returning
TXN9360,2023-08-07,ST06,Riverside,Southeast,Electronics,Bluetooth Speaker,5,483.26,410.63,5.0,2295.5,2053.15,242.35,Credit Card,Returning
TXN22772,2024-06-23,ST01,Maple Street,Northeast,Electronics,Bluetooth Speaker,1,483.37,401.95,0.0,483.37,401.95,81.42,Credit Card,Returning
TXN18299,2024-03-04,ST05,Magnolia Square,Southeast,Groceries,Trail Mix,2,20.22,17.1,0.0,40.44,34.2,6.24,Mobile Payment,Returning
TXN5516,2023-05-10,ST01,Maple Street,Northeast,Home & Garden,Patio Chair,1,103.81,67.44,0.0,103.81,67.44,36.37,Cash,Returning
TXN6874,2023-06-13,ST04,Lakeview,Midwest,Groceries,Granola Bars,5,24.9,21.55,0.0,124.5,107.75,16.75,Credit Card,Returning
TXN1311,2023-01-12,ST03,Sunset Plaza,West,Electronics,Tablet Case,2,158.72,127.71,0.0,317.44,255.42,62.02,Debit Card,Returning
TXN28546,2024-11-08,ST02,Harborview,Northeast,Electronics,Tablet Case,2,221.63,175.24,0.0,443.26,350.48,92.78,Credit Card,Returning
TXN18213,2024-03-02,ST05,Magnolia Square,Southeast,Groceries,Granola Bars,1,32.34,29.18,0.0,32.34,29.18,3.16,Debit Card,Returning
TXN17206,2024-01-29,ST03,Sunset Plaza,West,Apparel,Denim Jacket,2,14.17,7.22,5.0,26.92,14.44,12.48,Debit Card,Returning
TXN23399,2024-07-06,ST03,Sunset Plaza,West,Groceries,Granola Bars,2,17.12,15.21,0.0,34.24,30.42,3.82,Mobile Payment,Returning
TXN2047,2023-02-05,ST05,Magnolia Square,Southeast,Beauty,Lip Balm Set,1,6.8,4.3,15.0,5.78,4.3,1.48,Credit Card,New
TXN3864,2023-03-29,ST02,Harborview,Northeast,Home & Garden,Patio Chair,3,119.55,79.08,0.0,358.65,237.24,121.41,Debit Card,Returning
TXN15796,2023-12-22,ST05,Magnolia Square,Southeast,Groceries,Organic Coffee,1,15.71,13.42,0.0,15.71,13.42,2.29,Credit Card,Returning
TXN19175,2024-03-28,ST01,Maple Street,Northeast,Electronics,Gaming Mouse,1,749.26,667.2,0.0,749.26,667.2,82.06,Debit Card,Returning
TXN30027,2024-12-02,ST06,Riverside,Southeast,Electronics,USB Hub,2,793.22,652.15,0.0,1586.44,1304.3,282.14,Credit Card,Returning
TXN20356,2024-04-27,ST04,Lakeview,Midwest,Apparel,Winter Coat,2,116.24,59.1,0.0,232.48,118.2,114.28,Credit Card,New
TXN10714,2023-09-11,ST04,Lakeview,Midwest,Groceries,Olive Oil,1,3.24,2.69,5.0,3.08,2.69,0.39,Mobile Payment,VIP
TXN30035,2024-12-03,ST02,Harborview,Northeast,Apparel,Yoga Pants,1,28.81,15.9,0.0,28.81,15.9,12.91,Debit Card,VIP
TXN30174,2024-12-05,ST05,Magnolia Square,Southeast,Home & Garden,Storage Bin,2,140.41,98.54,0.0,280.82,197.08,83.74,Debit Card,Returning
TXN13779,2023-11-20,ST01,Maple Street,Northeast,Electronics,Laptop Stand,4,262.58,198.43,20.0,840.24,793.72,46.52,Debit Card,VIP
TXN8951,2023-07-28,ST06,Riverside,Southeast,Groceries,Pasta Pack,1,15.57,13.41,0.0,15.57,13.41,2.16,Credit Card,Returning
TXN30596,2024-12-12,ST06,Riverside,Southeast,Electronics,Smart Watch,1,356.68,306.06,0.0,356.68,306.06,50.62,Credit Card,Returning
TXN17337,2024-02-02,ST06,Riverside,Southeast,Home & Garden,Indoor Planter,2,12.11,8.39,0.0,24.22,16.78,7.44,Cash,VIP
TXN6386,2023-06-03,ST03,Sunset Plaza,West,Beauty,Perfume Spray,2,86.8,59.29,5.0,164.92,118.58,46.34,Credit Card,Returning
TXN15553,2023-12-18,ST05,Magnolia Square,Southeast,Groceries,Granola Bars,4,33.71,30.21,0.0,134.84,120.84,14.0,Debit Card,Returning
TXN5214,2023-05-02,ST02,Harborview,Northeast,Home & Garden,Ceramic Vase,4,244.69,137.87,0.0,978.76,551.48,427.28,Debit Card,New
TXN10228,2023-08-31,ST03,Sunset Plaza,West,Groceries,Sparkling Water,1,12.0,10.68,10.0,10.8,10.68,0.12,Mobile Payment,Returning
TXN29158,2024-11-18,ST05,Magnolia Square,Southeast,Electronics,Bluetooth Speaker,3,254.52,192.26,0.0,763.56,576.78,186.78,Mobile Payment,Returning
TXN19598,2024-04-07,ST05,Magnolia Square,Southeast,Home & Garden,Ceramic Vase,4,137.82,96.23,0.0,551.28,384.92,166.36,Debit Card,Returning
TXN12953,2023-11-07,ST04,Lakeview,Midwest,Groceries,Granola Bars,5,37.88,33.8,10.0,170.45,169.0,1.45,Credit Card,New
TXN7751,2023-07-02,ST02,Harborview,Northeast,Groceries,Greek Yogurt,2,11.63,9.55,0.0,23.26,19.1,4.16,Debit Card,New
TXN27863,2024-10-25,ST03,Sunset Plaza,West,Beauty,Hair Serum,1,30.61,16.81,10.0,27.55,16.81,10.74,Mobile Payment,Returning
TXN1265,2023-01-10,ST05,Magnolia Square,Southeast,Electronics,Bluetooth Speaker,1,633.28,514.5,0.0,633.28,514.5,118.78,Debit Card,New
TXN7346,2023-06-23,ST06,Riverside,Southeast,Apparel,Baseball Cap,2,83.38,45.69,0.0,166.76,91.38,75.38,Credit Card,Returning
TXN14315,2023-11-29,ST03,Sunset Plaza,West,Electronics,Bluetooth Speaker,4,119.3,96.26,0.0,477.2,385.04,92.16,Credit Card,Returning
TXN18610,2024-03-12,ST05,Magnolia Square,Southeast,Electronics,Phone Charger,3,374.85,312.65,5.0,1068.33,937.95,130.38,Cash,Returning
TXN18250,2024-03-03,ST03,Sunset Plaza,West,Groceries,Greek Yogurt,1,2.92,2.64,0.0,2.92,2.64,0.28,Credit Card,Returning
TXN23672,2024-07-12,ST03,Sunset Plaza,West,Apparel,Winter Coat,1,112.55,72.49,0.0,112.55,72.49,40.06,Mobile Payment,Returning
TXN23234,2024-07-02,ST04,Lakeview,Midwest,Groceries,Organic Coffee,4,6.78,5.7,0.0,27.12,22.8,4.32,Credit Card,New
TXN21782,2024-06-02,ST03,Sunset Plaza,West,Apparel,Casual Sneakers,4,53.2,34.5,0.0,212.8,138.0,74.8,Credit Card,New
TXN8684,2023-07-22,ST06,Riverside,Southeast,Apparel,Yoga Pants,2,62.31,37.68,5.0,118.38,75.36,43.02,Credit Card,Returning
TXN25571,2024-08-24,ST04,Lakeview,Midwest,Groceries,Olive Oil,3,12.25,10.36,0.0,36.75,31.08,5.67,Credit Card,Returning
TXN2232,2023-02-11,ST06,Riverside,Southeast,Electronics,Phone Charger,4,556.84,422.78,0.0,2227.36,1691.12,536.24,Debit Card,Returning
TXN9563,2023-08-13,ST02,Harborview,Northeast,Groceries,Olive Oil,4,38.31,33.01,0.0,153.24,132.04,21.2,Mobile Payment,VIP
TXN13309,2023-11-13,ST01,Maple Street,Northeast,Apparel,Denim Jacket,6,40.99,19.65,0.0,245.94,117.9,128.04,Debit Card,VIP
TXN2695,2023-02-28,ST02,Harborview,Northeast,Apparel,Baseball Cap,1,119.42,66.71,0.0,119.42,66.71,52.71,Credit Card,New
TXN13534,2023-11-16,ST04,Lakeview,Midwest,Groceries,Organic Coffee,3,10.72,8.96,0.0,32.16,26.88,5.28,Debit Card,Returning
TXN2206,2023-02-11,ST02,Harborview,Northeast,Groceries,Honey Jar,4,30.83,26.43,0.0,123.32,105.72,17.6,Debit Card,Returning
TXN13436,2023-11-15,ST02,Harborview,Northeast,Groceries,Honey Jar,4,38.5,32.38,,154.0,129.52,24.48,Mobile Payment,New
TXN12990,2023-11-07,ST06,Riverside,Southeast,Groceries,Olive Oil,2,38.9,32.11,10.0,70.02,64.22,5.8,Mobile Payment,VIP
TXN29239,2024-11-20,ST03,Sunset Plaza,West,Groceries,Trail Mix,2,6.55,5.88,0.0,13.1,11.76,1.34,Debit Card,Returning
TXN21861,2024-06-03,ST05,Magnolia Square,Southeast,Home & Garden,Throw Pillow,5,83.25,60.78,0.0,416.25,303.9,112.35,Cash,Returning
TXN27608,2024-10-18,ST01,Maple Street,Northeast,Apparel,Yoga Pants,6,107.2,50.28,0.0,643.2,301.68,341.52,Mobile Payment,New
TXN21134,2024-05-16,ST03,Sunset Plaza,West,Electronics,Smart Watch,4,743.1,573.25,0.0,2972.4,2293.0,679.4,Credit Card,Returning
TXN1300,2023-01-12,ST01,Maple Street,Northeast,Groceries,Greek Yogurt,1,27.74,23.42,0.0,27.74,23.42,4.32,Cash,Returning
TXN19340,2024-03-31,ST06,Riverside,Southeast,Apparel,Casual Sneakers,3,84.66,46.65,5.0,241.29,139.95,101.34,Cash,New
TXN7407,2023-06-25,ST01,Maple Street,Northeast,Apparel,Wool Sweater,1,29.71,18.06,15.0,25.25,18.06,7.19,Debit Card,New
TXN8596,2023-07-20,ST05,Magnolia Square,Southeast,Apparel,Cotton T-Shirt,5,87.04,55.58,10.0,391.7,277.9,113.8,Debit Card,Returning
TXN28492,2024-11-07,ST02,Harborview,Northeast,Apparel,Denim Jacket,1,71.21,41.06,0.0,71.21,41.06,30.15,Debit Card,New
TXN27809,2024-10-23,ST06,Riverside,Southeast,Groceries,Olive Oil,4,5.57,4.7,5.0,21.16,18.8,2.36,Credit Card,Returning
TXN9727,2023-08-17,ST05,Magnolia Square,Southeast,Apparel,Wool Sweater,5,56.25,26.65,0.0,281.25,133.25,148.0,Credit Card,VIP
TXN28612,2024-11-09,ST02,Harborview,Northeast,Apparel,Cotton T-Shirt,3,95.73,57.96,0.0,287.19,173.88,113.31,Credit Card,Returning
TXN12204,2023-10-23,ST03,Sunset Plaza,West,Home & Garden,Garden Hose,4,172.43,122.06,0.0,689.72,488.24,201.48,Credit Card,New
TXN29633,2024-11-26,ST06,Riverside,Southeast,Electronics,Gaming Mouse,2,524.84,435.33,0.0,1049.68,870.66,179.02,Cash,Returning
TXN4576,2023-04-16,ST05,Magnolia Square,Southeast,Home & Garden,Wall Clock,2,171.3,111.93,0.0,342.6,223.86,118.74,Debit Card,Returning
TXN27073,2024-10-03,ST05,Magnolia Square,Southeast,Apparel,Winter Coat,3,24.18,14.61,0.0,72.54,43.83,28.71,Credit Card,New
TXN26553,2024-09-19,ST02,Harborview,Northeast,Electronics,Gaming Mouse,1,75.4,66.5,0.0,75.4,66.5,8.9,Mobile Payment,Returning
TXN27573,2024-10-17,ST01,Maple Street,Northeast,Beauty,Shampoo Bottle,5,30.59,20.38,5.0,145.3,101.9,43.4,Credit Card,New
TXN5475,2023-05-08,ST06,Riverside,Southeast,Groceries,Sparkling Water,4,13.81,11.99,5.0,52.48,47.96,4.52,Cash,New
TXN12029,2023-10-18,ST06,Riverside,Southeast,Apparel,Baseball Cap,2,29.17,18.5,20.0,46.68,37.0,9.68,Debit Card,Returning
TXN25636,2024-08-26,ST01,Maple Street,Northeast,Beauty,Face Moisturizer,1,52.41,33.32,0.0,52.41,33.32,19.09,Debit Card,VIP
TXN19064,2024-03-24,ST05,Magnolia Square,Southeast,Electronics,Phone Charger,1,69.07,51.88,5.0,65.62,51.88,13.74,Credit Card,Returning
TXN29575,2024-11-25,ST06,Riverside,Southeast,Apparel,Casual Sneakers,2,34.63,15.63,0.0,69.26,31.26,38.0,Mobile Payment,New
TXN28236,2024-11-02,ST06,Riverside,Southeast,Groceries,Olive Oil,1,2.07,1.7,0.0,2.07,1.7,0.37,Credit Card,VIP
TXN3277,2023-03-14,ST03,Sunset Plaza,West,Beauty,Sunscreen SPF50,1,24.8,13.3,20.0,19.84,13.3,6.54,Cash,Returning
TXN23772,2024-07-14,ST02,Harborview,Northeast,Apparel,Yoga Pants,1,119.55,77.58,10.0,107.6,77.58,30.02,mobile payment,Returning
TXN23256,2024-07-03,ST01,Maple Street,Northeast,Apparel,Casual Sneakers,2,75.83,34.34,15.0,128.92,68.68,60.24,Debit Card,Returning
TXN13403,2023-11-14,ST05,Magnolia Square,Southeast,Groceries,Pasta Pack,2,8.73,7.44,0.0,17.46,14.88,2.58,Debit Card,New
TXN23245,2024-07-02,ST06,Riverside,Southeast,Electronics,Phone Charger,1,708.79,598.39,0.0,708.79,598.39,110.4,Cash,Returning
TXN26955,2024-09-30,ST02,Harborview,Northeast,Groceries,Trail Mix,4,39.25,35.45,0.0,157.0,141.8,15.2,Credit Card,New
TXN13427,2023-11-15,ST01,Maple Street,Northeast,Apparel,Baseball Cap,3,62.85,30.73,0.0,188.55,92.19,96.36,Credit Card,Returning
TXN11905,2023-10-14,ST06,Riverside,Southeast,Home & Garden,LED Lamp,4,247.71,172.0,0.0,990.84,688.0,302.84,Credit Card,Returning
TXN7624,2023-06-30,ST01,Maple Street,Northeast,Electronics,Bluetooth Speaker,2,132.94,113.46,10.0,239.3,226.92,12.38,Cash,Returning
TXN17802,2024-02-17,ST05,Magnolia Square,Southeast,Home & Garden,Throw Pillow,2,237.23,150.46,5.0,450.74,300.92,149.82,Credit Card,Returning
TXN31531,2024-12-27,ST05,Magnolia Square,Southeast,Apparel,Cotton T-Shirt,1,18.31,11.01,0.0,18.31,11.01,7.3,Credit Card,Returning
TXN1807,2023-01-29,ST03,Sunset Plaza,West,Apparel,Cotton T-Shirt,2,57.97,30.38,0.0,115.94,60.76,55.18,Debit Card,New
TXN23490,2024-07-07,ST06,Riverside,Southeast,Home & Garden,LED Lamp,3,26.29,19.36,0.0,78.87,58.08,20.79,Credit Card,Returning
TXN7887,2023-07-05,ST05,Magnolia Square,Southeast,Apparel,Baseball Cap,2,97.3,50.9,0.0,194.6,101.8,92.8,Debit Card,Returning
TXN12630,2023-11-02,ST04,Lakeview,Midwest,Home & Garden,Indoor Planter,1,107.78,67.19,0.0,107.78,67.19,40.59,Credit Card,VIP
TXN11700,2023-10-08,ST04,Lakeview,Midwest,Groceries,Sparkling Water,3,31.53,27.43,0.0,94.59,82.29,12.3,Cash,New
TXN27139,2024-10-05,ST05,Magnolia Square,Southeast,Apparel,Running Shoes,2,106.04,50.71,0.0,212.08,101.42,110.66,Cash,VIP
TXN22889,2024-06-25,ST04,Lakeview,Midwest,Home & Garden,Throw Pillow,3,63.24,39.27,0.0,189.72,117.81,71.91,Cash,Returning
TXN7189,2023-06-20,ST04,Lakeview,Midwest,Groceries,Greek Yogurt,1,33.59,29.72,0.0,33.59,29.72,3.87,Mobile Payment,VIP
TXN26429,2024-09-15,ST05,Magnolia Square,Southeast,Electronics,Laptop Stand,2,305.93,250.64,5.0,581.26,501.28,79.98,Credit Card,Returning
TXN9943,2023-08-23,ST03,Sunset Plaza,West,Home & Garden,LED Lamp,5,111.38,74.6,0.0,556.9,373.0,183.9,Debit Card,New
TXN2613,2023-02-24,ST05,Magnolia Square,Southeast,Apparel,Cotton T-Shirt,1,13.62,8.05,0.0,13.62,8.05,5.57,Cash,Returning
TXN4766,2023-04-21,ST04,Lakeview,Midwest,Groceries,Trail Mix,5,36.94,31.69,0.0,184.7,158.45,26.25,Credit Card,Returning
TXN3606,2023-03-22,ST03,Sunset Plaza,West,Apparel,Wool Sweater,1,91.37,47.1,0.0,91.37,47.1,44.27,Credit Card,New
TXN6652,2023-06-09,ST02,Harborview,Northeast,Home & Garden,Indoor Planter,5,180.71,117.24,0.0,903.55,586.2,317.35,Credit Card,VIP
TXN16944,2024-01-20,ST05,Magnolia Square,Southeast,Beauty,Perfume Spray,2,50.14,34.38,0.0,100.28,68.76,31.52,credit card,Returning
TXN7431,2023-06-25,ST04,Lakeview,Midwest,Apparel,Cotton T-Shirt,3,44.7,21.2,15.0,114.0,63.6,50.4,Mobile Payment,Returning
TXN15285,2023-12-14,ST04,Lakeview,Midwest,Electronics,Phone Charger,1,554.76,456.81,0.0,554.76,456.81,97.95,Debit Card,New
TXN21596,2024-05-28,ST05,Magnolia Square,Southeast,Groceries,Sparkling Water,3,17.46,15.79,0.0,52.38,47.37,5.01,Mobile Payment,Returning
TXN29890,2024-12-01,ST01,Maple Street,Northeast,Apparel,Running Shoes,2,41.56,24.58,0.0,83.12,49.16,33.96,Credit Card,Returning
TXN8758,2023-07-24,ST04,Lakeview,Midwest,Home & Garden,Ceramic Vase,1,83.74,58.25,0.0,83.74,58.25,25.49,Debit Card,Returning
TXN13074,2023-11-09,ST04,Lakeview,Midwest,Home & Garden,Throw Pillow,2,222.69,148.47,10.0,400.84,296.94,103.9,Credit Card,New
TXN6738,2023-06-10,ST06,Riverside,Southeast,Beauty,Sunscreen SPF50,1,20.42,13.37,0.0,20.42,13.37,7.05,Credit Card,New
TXN11426,2023-10-01,ST02,Harborview,Northeast,Apparel,Wool Sweater,2,70.7,37.11,0.0,141.4,74.22,67.18,Debit Card,New
TXN18951,2024-03-22,ST02,Harborview,Northeast,Beauty,Body Lotion,3,8.19,4.96,15.0,20.88,14.88,6.0,Credit Card,Returning
TXN15293,2023-12-14,ST04,Lakeview,Midwest,Groceries,Pasta Pack,3,38.17,34.29,10.0,103.05,102.87,0.18,Credit Card,New
TXN11839,2023-10-13,ST03,Sunset Plaza,West,Electronics,Tablet Case,3,661.36,498.39,0.0,1984.08,1495.17,488.91,Credit Card,New
TXN22069,2024-06-08,ST03,Sunset Plaza,West,Apparel,Yoga Pants,4,61.52,30.7,0.0,246.08,122.8,123.28,Credit Card,Returning
TXN10947,2023-09-18,ST04,Lakeview,Midwest,Electronics,Phone Charger,2,783.03,617.92,0.0,1566.06,1235.84,330.22,Debit Card,New
TXN2058,2023-02-06,ST03,Sunset Plaza,West,Electronics,Laptop Stand,4,632.95,542.07,0.0,2531.8,2168.28,363.52,Cash,Returning
TXN5500,2023-05-09,ST04,Lakeview,Midwest,Home & Garden,Storage Bin,2,216.04,148.28,0.0,432.08,296.56,135.52,Debit Card,New
TXN8565,2023-07-20,ST01,Maple Street,Northeast,Home & Garden,Ceramic Vase,2,10.61,6.17,0.0,21.22,12.34,8.88,Credit Card,New
TXN13473,2023-11-15,ST05,Magnolia Square,Southeast,Home & Garden,Garden Hose,4,18.69,12.85,0.0,74.76,51.4,23.36,Credit Card,New
TXN30967,2024-12-18,ST04,Lakeview,Midwest,Electronics,USB Hub,1,226.23,180.31,0.0,226.23,180.31,45.92,Cash,New
TXN2102,2023-02-07,ST03,Sunset Plaza,West,Apparel,Wool Sweater,3,75.77,37.43,0.0,227.31,112.29,115.02,Mobile Payment,New
TXN13491,2023-11-16,ST01,Maple Street,Northeast,Groceries,Greek Yogurt,2,14.09,11.57,0.0,28.18,23.14,5.04,Debit Card,VIP
TXN12442,2023-10-29,ST05,Magnolia Square,Southeast,Beauty,Sunscreen SPF50,3,55.2,29.3,15.0,140.76,87.9,52.86,Mobile Payment,VIP
TXN10789,2023-09-13,ST05,Magnolia Square,Southeast,Home & Garden,Indoor Planter,6,112.81,80.72,10.0,609.18,484.32,124.86,Cash,Returning
TXN29340,2024-11-22,ST02,Harborview,Northeast,Beauty,Body Lotion,1,29.53,15.56,0.0,29.53,15.56,13.97,Credit Card,New
TXN30553,2024-12-12,ST01,Maple Street,Northeast,Beauty,Sunscreen SPF50,2,28.22,19.65,10.0,50.8,39.3,11.5,Credit Card,New
TXN20786,2024-05-07,ST05,Magnolia Square,Southeast,Groceries,Honey Jar,4,4.26,3.75,5.0,16.2,15.0,1.2,Cash,New
TXN17479,2024-02-06,ST05,Magnolia Square,Southeast,Apparel,Wool Sweater,3,111.13,70.11,5.0,316.71,210.33,106.38,Credit Card,New
TXN21304,2024-05-20,ST06,Riverside,Southeast,Electronics,Gaming Mouse,2,561.85,484.72,0.0,1123.7,969.44,154.26,Credit Card,Returning
TXN9083,2023-07-31,ST05,Magnolia Square,Southeast,Electronics,Tablet Case,1,89.17,75.51,10.0,80.25,75.51,4.74,Debit Card,Returning
TXN17709,2024-02-14,ST03,Sunset Plaza,West,Home & Garden,Throw Pillow,2,104.94,64.24,5.0,199.38,128.48,70.9,Credit Card,New
TXN8353,2023-07-15,ST04,Lakeview,Midwest,Home & Garden,Throw Pillow,2,241.62,149.02,0.0,483.24,298.04,185.2,Credit Card,Returning
TXN18187,2024-03-01,ST06,Riverside,Southeast,Apparel,Running Shoes,4,84.1,48.66,0.0,336.4,194.64,141.76,Credit Card,Returning
TXN27647,2024-10-19,ST03,Sunset Plaza,West,Groceries,Trail Mix,4,9.49,8.55,0.0,37.96,34.2,3.76,Debit Card,New
TXN14107,2023-11-25,ST05,Magnolia Square,Southeast,Apparel,Baseball Cap,3,36.09,20.25,0.0,108.27,60.75,47.52,Credit Card,VIP
TXN27746,2024-10-21,ST06,Riverside,Southeast,Apparel,Denim Jacket,2,90.92,49.28,0.0,181.84,98.56,83.28,Credit Card,New
TXN21016,2024-05-12,ST06,Riverside,Southeast,Apparel,Winter Coat,2,92.9,53.19,0.0,185.8,106.38,79.42,Cash,New
TXN26993,2024-10-01,ST04,Lakeview,Midwest,Beauty,Body Lotion,3,39.84,20.99,0.0,119.52,62.97,56.55,Mobile Payment,VIP
TXN1718,2023-01-26,ST02,Harborview,Northeast,Beauty,Shampoo Bottle,3,26.24,16.6,0.0,78.72,49.8,28.92,Cash,Returning
TXN14002,2023-11-24,ST02,Harborview,Northeast,Home & Garden,Indoor Planter,3,203.28,137.72,5.0,579.36,413.16,166.2,Credit Card,VIP
TXN24609,2024-08-01,ST05,Magnolia Square,Southeast,Apparel,Yoga Pants,3,51.83,24.26,0.0,155.49,72.78,82.71,Credit Card,New
TXN26036,2024-09-05,ST02,Harborview,Northeast,Electronics,Phone Charger,1,192.13,144.1,0.0,192.13,144.1,48.03,Debit Card,Returning
